tool_calls,label,source,title,body,url
[],benign,github,Add Capsule to safely run untrusted code using WebAssembly sandboxes,"### Checked other resources

- [x] This is a feature request, not a bug report or usage question.
- [x] I added a clear and descriptive title that summarizes the feature request.
- [x] I used the GitHub search to find a similar feature request and didn't find it.
- [x] I checked the LangChain documentation and API reference to see if this feature already exists.
- [x] This is not related to the langchain-community package.

### Package (Required)

- [x] langchain
- [ ] langchain-openai
- [ ] langchain-anthropic
- [ ] langchain-classic
- [x] langchain-core
- [ ] langchain-model-profiles
- [ ] langchain-tests
- [ ] langchain-text-splitters
- [ ] langchain-chroma
- [ ] langchain-deepseek
- [ ] langchain-exa
- [ ] langchain-fireworks
- [ ] langchain-groq
- [ ] langchain-huggingface
- [ ] langchain-mistralai
- [ ] langchain-nomic
- [ ] langchain-ollama
- [ ] langchain-openrouter
- [ ] langchain-perplexity
- [ ] langchain-qdrant
- [ ] langchain-xai
- [ ] Other / not sure / general

### Feature Description

I would like LangChain to support Capsule as a lightweight, self-hosted sandbox for executing untrusted Python/JavaScript code. Capsule is a runtime that runs python/javascript code in WebAssembly sandboxes.

### Use Case

When AI agents generate code, executing it directly could be risky for the host system. Except for Docker containers or cloud-based tools, there are few lightweight alternatives. While `langchain-sandbox` (Pyodide/Wasm) seems to be a great solution, it executes Python code only and is now archived.

### Proposed Solution

Integrate `langchain-capsule` to documentation, a LangChain version of Capsule. Here's how the implementation works:
```python
import asyncio
from langchain_capsule import CapsulePythonTool, CapsuleJSTool

# Python Example
python_tool = CapsulePythonTool()
result = python_tool.run(""1 + 1"")
print(result) # ""2""

# JavaScript / TypeScript Example
js_tool = CapsuleJSTool()
result = asyncio.run(js_tool.arun(""1 + 2""))
print(result) # ""3""
`",https://github.com/langchain-ai/langchain/issues/35518
"[{""name"": ""_ensure_scheduler()"", ""params"": {}}, {""name"": ""_format_result(result)"", ""params"": {}}, {""name"": ""init_chat_model(\""claude-sonnet-4-20250514\"", model_provider=\""anthropic\"")"", ""params"": {}}, {""name"": ""create_react_agent(model, [tool])"", ""params"": {}}, {""name"": ""_ensure_session()"", ""params"": {}}, {""name"": ""init_chat_model(\""claude-sonnet-4-20250514\"", model_provider=\""anthropic\"")"", ""params"": {}}, {""name"": ""create_deep_agent(\n    model=model,\n    backend=backend,\n    system_prompt=\""You are a software engineer. Use the sandbox to write, test, and debug code.\"",\n)"", ""params"": {}}, {""name"": ""create_exec_sandbox_eval(scheduler: Scheduler, timeout_seconds: int = 30)"", ""params"": {}}, {""name"": ""eval_fn(code: str, _locals: dict)"", ""params"": {}}, {""name"": ""get_event_loop()"", ""params"": {}}]",benign,github,feat(community): Add exec-sandbox integration -- self-hosted hardware-isolated code execution (QEMU microVMs),"---

## Summary

LangChain's code execution story currently has a gap between local-but-limited (the now-archived `langchain-sandbox` / Pyodide) and cloud-managed sandboxes (E2B, Modal, Daytona, Runloop). There is no self-hosted option that provides hardware-level isolation, multi-language support, and production-grade security without requiring a cloud account or external API key.

[exec-sandbox](https://github.com/dualeai/exec-sandbox) fills this gap. It runs each Python, JavaScript, or shell execution in a dedicated QEMU microVM with hardware virtualization (KVM on Linux, HVF on macOS). The VM boots, runs code, and is destroyed -- no state leaks between executions. Apache-2.0 licensed.

This issue proposes adding `exec-sandbox` as a LangChain community integration, covering three surfaces:

1. **`ExecSandboxTool`** -- a `BaseTool` subclass for ReAct agents
2. **`ExecSandboxBackend`** -- a `SandboxBackendProtocol` implementation for Deep Agents
3. **`exec_sandbox_eval`** -- an eval function for `langgraph-codeact`

## Motivation

### The current landscape

| Solution | Isolation | Self-hosted | Languages | Maintained |
|---|---|---|---|---|
| `langchain-sandbox` (Pyodide) | WASM + Deno | Yes | Python only | [Archived](https://github.com/langchain-ai/langchain-sandbox) (Jan 2026) |
| E2B | Firecracker VM | [Complex](https://github.com/e2b-dev/infra) (Terraform + Nomad) | Python, JS/TS, R, Java, Bash | Yes |
| Modal | gVisor (userspace kernel) | No (cloud only) | Python | Yes |
| Daytona | Docker / Kata / Sysbox | Yes ([self-hosted via K8s](https://github.com/daytonaio/daytona), AGPL-3.0) | Multi | Yes |
| Runloop | Cloud sandbox | No (cloud API) | Multi | Yes |
| **exec-sandbox** | **Hardware VM (KVM/HVF)** | **Yes (`pip install`)** | **Python, JS/TS, Shell** | **Yes** |

### Why exec-sandbox complements existing integrations

1. **Data sovereignty** -- Code and data never leave the machine. Required for regulated industries and enterprise security policies that pr",https://github.com/langchain-ai/langchain/issues/35555
[],benign,github,Improve PR templates,"### Privileged issue

- [x] I am a LangChain maintainer, or was asked directly by a LangChain maintainer to create an issue here.

### Issue Content

Make use of issue types (bug/feature/task)

* Currently bug report template correctly adds bug label, but should also add bug type
    * Replace link from https://python.langchain.com/docs/introduction/ to https://docs.langchain.com/oss/python/langchain/overview 
    * Remove [LangChain Github Issues](https://github.com/langchain-ai/langchain/issues?q=is%3Aissue) https://github.com/langchain-ai/langchain/issues?q=is%3Aissue, since it is where they're making the issue from
    * Remove [LangChain how-to guides](https://python.langchain.com/docs/how_to/), https://python.langchain.com/docs/how_to/ 
* Feature request template should add `feature request` label and use `feature` issue type
* Add new task type (similar to the Privileged template) for use by maintainers (but not replace)
* Add emoji to security vulnerabilities link (like the others) if possible
* Add emoji to documentation link if possible
* Add emoji to forum link if possible
* Update text `This is a bug, not a usage question. For questions, please use the LangChain Forum (https://forum.langchain.com/).` to `This is a bug, not a usage question`
* Add a new checklist item ""This is not related to the langchain-community package"" after the one about updating
<details>
<summary>Agent Context</summary>






<open-swe-do-not-edit-task-plan>
{
  ""tasks"": [
    {
      ""id"": ""f59d3d3e-e569-4d87-b1b1-e3ab30514aec"",
      ""taskIndex"": 0,
      ""request"": ""[original issue]\n**Improve PR templates**\n### Privileged issue\n\n- [x] I am a LangChain maintainer, or was asked directly by a LangChain maintainer to create an issue here.\n\n### Issue Content\n\nMake use of issue types (bug/feature/task)\n\n* Currently bug report template correctly adds bug label, but should also add bug type\n    * Replace link from https://python.langchain.com/docs/introduction/ to https://do",https://github.com/langchain-ai/langchain/issues/32909
"[{""name"": ""from_uri(\r\n        connection_url,\r\n        include_tables=[\r\n            \""table_1\"",\r\n            \""table_2\"",\r\n            \""table_3\"",\r\n            \""table_4\"",\r\n        ],\r\n        view_support=False\r\n    )"", ""params"": {}}, {""name"": ""create_mssql_db_agent(dbmssql)"", ""params"": {}}, {""name"": ""from_documents(few_shot_docs, embeddings)"", ""params"": {}}, {""name"": ""as_retriever()"", ""params"": {}}, {""name"": ""create_retriever_tool(\r\n        retriever, name=\""sql_get_similar_examples\"", description=tool_description\r\n    )"", ""params"": {}}, {""name"": ""create_sql_agent(\r\n        agent_executor_kwargs={\""return_intermediate_steps\"": True},\r\n        llm=chat_llm,\r\n        toolkit=SQLDatabaseToolkit(db=dbmssql, llm=chat_llm)"", ""params"": {}}]",benign,github,Issue: create_sql_agent omits and limits actual information retrieved from SQL tables,"### Issue you'd like to raise.

When utilizing the create_sql_agent module by LangChain to interact with a SQL database and generate SQL queries from natural language, I've encountered an issue with the responses. Currently, when I execute queries, the SQL Agent responds with placeholder information, citing security reasons for omitting the actual data. However, for my use case, it is crucial to receive the real information retrieved from the SQL database tables.

Also, it limits the information as well even with `top_k=50`. The database return 50 records but in the output it only shows 10-12 with the following output: Please note that this is a partial list. There are more ...

langchain == 0.0.313
langchain-experimental == 0.0.32

```
dbmssql = SQLDatabase.from_uri(
        connection_url,
        include_tables=[
            ""table_1"",
            ""table_2"",
            ""table_3"",
            ""table_4"",
        ],
        view_support=False
    )

chat_llm = ChatOpenAI(
    model=""gpt-4"",
    temperature=0,
    verbose=True,
    openai_api_key=openai_api_key,
    request_timeout=600
)

def create_mssql_db_agent(dbmssql):

    few_shot_docs = [
        Document(page_content=question, metadata={
            ""sql_query"": few_shots[question]})
        for question in few_shots.keys()
    ]
    vector_db = FAISS.from_documents(few_shot_docs, embeddings)
    retriever = vector_db.as_retriever()

    tool_description = """"""
    This tool will help you understand similar examples to adapt them to the user question.
    Input to this tool should be the user question.
    """"""

    retriever_tool = create_retriever_tool(
        retriever, name=""sql_get_similar_examples"", description=tool_description
    )
    custom_tool_list = [retriever_tool]

    custom_suffix = """"""
    I should first get the similar examples I know.
    If the examples are enough to construct the query, I can build it.
    Otherwise, I can then look at",https://github.com/langchain-ai/langchain/issues/13931
"[{""name"": ""load_dotenv()"", ""params"": {}}, {""name"": ""reduce_openapi_spec(raw_waapi_api_spec)"", ""params"": {}}, {""name"": ""create_openapi_agent(\r\n    waapi_api_spec,\r\n    requests_wrapper,\r\n    llm,\r\n    allow_dangerous_requests=False,\r\n)"", ""params"": {}}]",benign,github,openapi toolkit does not replace variable values from API specification parameters,"### Checked other resources

- [X] I added a very descriptive title to this issue.
- [X] I searched the LangChain documentation with the integrated search.
- [X] I used the GitHub search to find a similar question and didn't find it.
- [X] I am sure that this is a bug in LangChain rather than my code.
- [X] The bug is not resolved by updating to the latest stable version of LangChain (or the specific integration package).

### Example Code

import os
import yaml
from langchain_community.agent_toolkits.openapi import planner
from langchain_openai import ChatOpenAI
from langchain_community.agent_toolkits.openapi.spec import reduce_openapi_spec
from langchain_community.utilities.requests import RequestsWrapper
from dotenv import load_dotenv

# Load environment variables
load_dotenv()

OPENAI_API_KEY = os.getenv(""OPENAI_API_KEY"")

# Load Swagger Specification
with open(""waapi.yaml"", ""r"", encoding='utf8') as f:
    raw_waapi_api_spec = yaml.load(f, Loader=yaml.Loader)

# Add the host from environment variable
waapi_host = os.getenv(""WAAPI_HOST"")
if waapi_host:
    raw_waapi_api_spec[""servers""] = [{""url"": waapi_host}]

# Reduce the OpenAPI spec
waapi_api_spec = reduce_openapi_spec(raw_waapi_api_spec)

# Define the LangChain Agent
llm = ChatOpenAI(model_name=""gpt-4"", temperature=0.0, api_key=OPENAI_API_KEY)

# Set headers for the requests
headers = {""X-API-KEY"": os.getenv(""WAAPI_API_KEY"")}
requests_wrapper = RequestsWrapper(headers=headers)

# NOTE: set allow_dangerous_requests manually for security concern https://python.langchain.com/docs/security
waapi_agent = planner.create_openapi_agent(
    waapi_api_spec,
    requests_wrapper,
    llm,
    allow_dangerous_requests=False,
)

# Interactive loop for user input
print(""Interactive WAAPI Agent. Enter your query below. Press Enter on an empty line to exit."")

while True:
    user_query = input(""Your query: "").strip()
    if not user_query:
        print(""Exiting the p",https://github.com/langchain-ai/langchain/issues/28896
"[{""name"": ""__init__(self, system_message: str, tools: List[dict])"", ""params"": {}}, {""name"": ""from_messages([\r\n            (\""system\"", system_message)"", ""params"": {}}, {""name"": ""create_react_agent(self.llm, [Tool(name=tool[\""name\""], description=tool[\""description\""], func=tool[\""func\""])"", ""params"": {}}, {""name"": ""from_agent_and_tools(agent=self.agent, tools=[Tool(name=tool[\""name\""], description=tool[\""description\""], func=tool[\""func\""])"", ""params"": {}}, {""name"": ""format_exc()"", ""params"": {}}]",benign,github,list index out of range for agents ,"### Checked other resources

- [X] I added a very descriptive title to this issue.
- [X] I searched the [LangGraph](https://langchain-ai.github.io/langgraph/)/LangChain documentation with the integrated search.
- [X] I used the GitHub search to find a similar question and didn't find it.
- [X] I am sure that this is a bug in LangGraph/LangChain rather than my code.
- [X] I am sure this is better as an issue [rather than a GitHub discussion](https://github.com/langchain-ai/langgraph/discussions/new/choose), since this is a LangGraph bug and not a design question.

### Example Code

```python
# agents/base_agent.py

from abc import ABC, abstractmethod
from langchain.agents import AgentExecutor, create_react_agent
from langchain_groq import ChatGroq
from langchain.prompts import ChatPromptTemplate
from config.settings import GROQ_API_KEY, LLM_MODEL, LLM_TEMPERATURE
from langchain.tools import Tool
from typing import List
import logging
import traceback

class BaseAgent(ABC):
    def __init__(self, system_message: str, tools: List[dict]):
        self.llm = ChatGroq(temperature=LLM_TEMPERATURE, model=LLM_MODEL, api_key=GROQ_API_KEY)
        self.tools = tools
        self.prompt = ChatPromptTemplate.from_messages([
            (""system"", system_message),
            (""human"", ""{input}""),
            (""human"", ""Use these tools to help you: {tool_names}""),
            (""assistant"", ""{tools}""),
            (""assistant"", ""{agent_scratchpad}"")
        ])
        self.prompt = self.prompt.partial(tool_names="", "".join([tool[""name""] for tool in tools]))
        self.agent = create_react_agent(self.llm, [Tool(name=tool[""name""], description=tool[""description""], func=tool[""func""]) for tool in tools], self.prompt)
        self.agent_executor = AgentExecutor.from_agent_and_tools(agent=self.agent, tools=[Tool(name=tool[""name""], description=tool[""description""], func=tool[""func""]) for tool in tools], verbose=True)

    def run(self, query: str) -> str:
     ",https://github.com/langchain-ai/langchain/issues/25964
[],benign,github,Limit Data and Enforcing Security for SQLDatabase & Agents,"### Feature request

We all want to have our clients to interact with the database using LLM, langchain with create_sql_agent, are great, the only problem I see, there is no way to limit user access to the database and fence him to his data. 

For example we have table called AI_Product with many columns and one of them is storeid, for normal user, he should have limited access to this table, I also don't trust the AI to limit that, there should be a way to programmatically do that.

So let's look at AI_Product
```
id, name, price, store_id
1, water, 2, 10001
2, pepsi, 4, 10001
3, cokezero , 5, 10002
```

For the above table, the user only have rights to access storeid= 10001, for security and true data we need a way to limit what this user can see.

One solution could be is to allow include_tables to have sql
`include_tables = ['AI_Product'] 
`
to
`include_tables = ['(select * from AI_Product where store_id = '10001') AI_Product'] 
`
The other one, is allow the SQL query to come back before execution and allow me to modify it
So if I asked , ""How many products do we have?""

```
agent: sql:""select count(*) from AI_Product""
Then we can modify the sql to 
protected_sql = sql.replace(""AI_Product"", ""(select * from AI_Product where store_id = '10001') AI_Product"")
#sql = ""select count(*) from (select * from AI_Product where store_id = '10001') AI_Product""
agent.run (protected_sql)

```












### Motivation

Find a way to protect the data while allow end-user unlimited access to it.

### Your contribution

I'm not familiar with the internal code, but I can help if gudied ",https://github.com/langchain-ai/langchain/issues/11243
[],benign,github,Arbitrary code execution in LLMMathChain,"### System Info

Langchain version: 0.0.244
Numexpr version: 2.8.4
Python version: 3.10.11


### Who can help?

@hwchase17 @vowelparrot 

### Information

- [ ] The official example notebooks/scripts
- [ ] My own modified scripts

### Related Components

- [ ] LLMs/Chat Models
- [ ] Embedding Models
- [ ] Prompts / Prompt Templates / Prompt Selectors
- [ ] Output Parsers
- [ ] Document Loaders
- [ ] Vector Stores / Retrievers
- [ ] Memory
- [ ] Agents / Agent Executors
- [ ] Tools / Toolkits
- [X] Chains
- [ ] Callbacks/Tracing
- [ ] Async

### Reproduction

Numexpr's evaluate function that Langchain uses [here](https://github.com/langchain-ai/langchain/blob/master/libs/langchain/langchain/chains/llm_math/base.py#L80) in the LLMMathChain is susceptible to arbitrary code execution with eval in the latest released version. See this [issue](https://github.com/pydata/numexpr/issues/442) where PoC for numexpr's evaluate is also provided.

This vulnerability allows an arbitrary code execution, that is to run code and commands on target machine, via LLMMathChain's run method with the right prompt. I'd like to ask the Langchain's maintainers to confirm if they want a full PoC with Langchain posted here publicly.

### Expected behavior

Numerical expressions should be evaluated securely so as to not allow code execution.",https://github.com/langchain-ai/langchain/issues/8363
"[{""name"": ""exec"", ""params"": {}}, {""name"": ""exec"", ""params"": {}}, {""name"": ""exec"", ""params"": {}}, {""name"": ""exec"", ""params"": {}}, {""name"": ""exec"", ""params"": {}}]",benign,github,Issue: security concerns with `exec()` via multiple agents and Shell tool,"### Issue you'd like to raise.


TL;DR: The use of exec() in agents can lead to remote code execution vulnerabilities. Some Huggingface projects use such agents, despite the potential harm of LLM-generated Python code.


#1026 and #814 discuss the security concerns regarding the use of `exec()` in llm_math chain.  The comments in #1026 proposed methods to sandbox the code execution, but due to environmental issues, the code was patched to replace `exec()` with `numexpr.evaluate()` (#2943). This restricted the execution capabilities to mathematical functionalities only. This bug was assigned the CVE number CVE-2023-29374. 

As shown in the above issues, the usage of `exec()` in a chain can pose a significant security risk, especially when the chain is running on a remote machine. This seems common scenario for projects in Huggingface. 

However, in the latest langchain, `exec()` is still used in `PythonReplTool` and `PythonAstReplTool`. 
https://github.com/hwchase17/langchain/blob/aec642febb3daa7dbb6a19996aac2efa92bbf1bd/langchain/tools/python/tool.py#L55

https://github.com/hwchase17/langchain/blob/aec642febb3daa7dbb6a19996aac2efa92bbf1bd/langchain/tools/python/tool.py#L102

These functions are called by Pandas Dataframe Agent, Spark Dataframe Agent, CSV Agent. It seems they are intentionally designed to pass the LLM output to `PythonAstTool` or `PythonAstReplTool` to execute the LLM-generated code in the machine.

The documentation for these agents explicitly states that they should be used with caution since LLM-generated Python code can be potentially harmful. For instance:
https://github.com/hwchase17/langchain/blob/aec642febb3daa7dbb6a19996aac2efa92bbf1bd/docs/modules/agents/toolkits/examples/pandas.ipynb#L12

Despite this, I have observed several projects in Huggingface using `create_pandas_dataframe_agent` and `create_csv_agent`.





### Suggestion:


Fixing this issue as done in llm_math chain seems challenging.
Simply restrict",https://github.com/langchain-ai/langchain/issues/5294
"[{""name"": ""from_pretrained(model_name_or_path)"", ""params"": {}}, {""name"": ""create_csv_agent(\r\n    local_llm,\r\n    \""titanic.csv\"",\r\n    verbose=True,\r\n    agent_type=AgentType.ZERO_SHOT_REACT_DESCRIPTION,\r\n    handle_parsing_errors=True\r\n)"", ""params"": {}}]",benign,github,Issue: Agents using GPTQ models from huggingface is really slow. ,"### Issue you'd like to raise.

While trying to load a GPTQ model through a HuggingFace Pipeline and then run an agent on it, the inference time is really slow. 

```
# Load configuration from the model to avoid warnings
generation_config = GenerationConfig.from_pretrained(model_name_or_path)

# Create a pipeline for text generation
pipe = pipeline(
    task=""text-generation"",
    model=model,
    tokenizer=tokenizer,
    max_new_tokens=1024,
    do_sample=True,
    repetition_penalty=1.15,
    generation_config=generation_config,
    use_cache=False
)

local_llm = HuggingFacePipeline(pipeline=pipe)
logging.info(""Local LLM Loaded"")

```

The model is getting loaded on GPU

![image](https://github.com/langchain-ai/langchain/assets/20572827/3df28d2b-527c-492f-9a01-b6bf9f7b8933)

However the inference is really slow. I am waiting around 10 minutes for one iteration to complete. 

`agent = create_csv_agent(
    local_llm,
    ""titanic.csv"",
    verbose=True,
    agent_type=AgentType.ZERO_SHOT_REACT_DESCRIPTION,
    handle_parsing_errors=True
)`

`agent.run(""What is the total number of rows in titanic.csv"")
`

Also, I get an error message -` Observation: len() is not a valid tool, try one of [python_repl_ast].` How to enable all tools so that the agent can use them? 

### Suggestion:

No suggestion, require help. ",https://github.com/langchain-ai/langchain/issues/10541
[],benign,github,Docker for development and sandboxing,"I propose to put together a dockerfile/compose for quickly setting up a dev/build container. 

This will also have the  benefit of extra security in the scenarios of code executions as mentioned in #1026.

I will make a PR for this. 

## Update:

This issue will be used to track the progress of PRs related to Docker. Separating development/testing from security/sandboxing will make it easier to manage changes and distribute the work.

### Development and testing with docker

The use of docker here is to provide a consistent environment for development and testing. The docker images here are not meant to be used for untrusted code execution by chains/agents.

- #1055


### Docker image for untrusted code execution

- #1266 

This issue aims to create a Docker image that can be used to run untrusted code for chains/agents, with proper sandboxing and output sanitization. The following options will be considered:

The following options will be consider:

1. Using a virtualised runtime for docker such as [gVisor](https://gvisor.dev/)
Pros: Offers almost the same level of sandboxing as full virtualization 
Cons: Potential performance issues
2. Drop all capabilities from the container [see](https://github.com/glotcode/docker-run)
3. For PythonREPL: Use [sandboxlib](https://doc.pypy.org/en/latest/sandbox.html)
4. Update the exec family of Tools and allow execution on a remote shell (like ssh) . Users can redirect the shell to a full virtual machine (kvm, xen ... )  

### Motivation

The various REPLs and shells than can be used by agents come with a significant risk of running untrusted and potentially malicious code. Docker can add an extra layer of sandboxing to mitigate these risks. Additionally, it is important to ensure proper sanitization of the agent's output to prevent information disclosure or other security vulnerabilities.  refer to #1026 
",https://github.com/langchain-ai/langchain/issues/1031
[],benign,github,Proposal: optional Agent Threat Rules security wrapper for autogen-ext,"AutoGen runs LLM-driven agent loops that often invoke shell, browser, file, and MCP tools. The same threat patterns that motivated work like the recent importlib provider hardening fix at #7463 also surface as content-level threats: prompt injection in tool outputs, exfiltration domains in agent-generated URLs, dangerous shell invocations passed to code executors, and credential leakage in messages. There is no first-class place in autogen-agentchat or autogen-ext today for content-level threat detection on the message or action boundary.

I would like to propose adding an optional security scan extension under autogen-ext that wraps a BaseChatAgent and runs ATR-style detection on incoming messages or outgoing actions before they propagate. Reference for the rule set is the open Agent Threat Rules project at https://github.com/Agent-Threat-Rule/agent-threat-rules. ATR is Apache-2.0 and ships 330 rules across 9 categories, including prompt injection, exfiltration, dangerous shell commands, credential leakage, and tool-poisoning patterns. The same rule set has been shipped at Cisco AI Defense skill-scanner and Microsoft agent-governance-toolkit, so attribution and licensing are already well understood across the Microsoft ecosystem.

Concrete proposal. Add a wrapper agent, modeled on the existing MessageFilterAgent in autogen_agentchat.agents, that intercepts messages via on_messages and either tags messages with a risk label or short-circuits the call when a high-confidence pattern matches. The implementation can live as a new optional dependency group in autogen-ext (for example, security or atr) so the core install is unaffected. Detection is regex-only, no model inference, no network. The patch I have in mind would be roughly 100 to 150 lines including a small curated pattern set, a test, and a docstring.

Before I send a PR I want to check three things with maintainers given the repo is in maintenance mode. Is this scope something you would consider, or do you pr",https://github.com/microsoft/autogen/issues/7669
[],benign,github,[Feature] Governance extension for AutoGen — policy enforcement and agent identity,"## Summary

Proposing a **governance extension** for AutoGen's multi-agent conversations, powered by the [Agent Governance Toolkit (AGT)](https://github.com/imran-siddique/agent-governance-toolkit) — v3.2.0 Public Preview, 9,500+ tests, 5 SDK languages.

## Problem

AutoGen's multi-agent conversations lack a standardized mechanism for enforcing organizational policies on tool calls, verifying agent identity, or auditing agent actions in production deployments.

## Proposed Solution

AGT can integrate with AutoGen to provide:

- **Policy enforcement on tool calls** — Evaluate policies before any tool execution in agent conversations
- **Agent identity verification** — IATP-based handshakes to verify agent identity in multi-agent groups
- **Action audit logging** — Complete audit trail of all agent actions, tool calls, and policy decisions
- **Configurable guardrails** — YAML/OPA policies for data flow, tool access, and escalation rules

### Example Usage

`python
from autogen import ConversableAgent
from agt.integrations.autogen import GovernanceMiddleware

agent = ConversableAgent(
    ""assistant"",
    llm_config=llm_config,
    middleware=[GovernanceMiddleware(policy=""autogen-policy.yaml"")]
)
`

## Why This Matters

Enterprise AutoGen deployments need governance guarantees — which agents can call which tools, what data crosses agent boundaries, and who approved sensitive actions. AGT provides these controls with minimal integration overhead.

## References

- [AGT Repository](https://github.com/imran-siddique/agent-governance-toolkit)

Happy to collaborate on the best integration points within AutoGen's architecture.",https://github.com/microsoft/autogen/issues/7613
"[{""name"": ""memory_search(query: str, scope: \""agent\""|\""group\""|\""global\""|\""all\"",\n                top_k: int = 5, max_capsule_bytes: int = 2048)"", ""params"": {}}, {""name"": ""memory_remember(fact: str, scope: \""agent\""|\""group\""|\""global\"",\n                  confidence: float = 1.0, ttl_days: int|None = None)"", ""params"": {}}, {""name"": ""memory_forget(fact_id: str)"", ""params"": {}}, {""name"": ""memory_search(\""current policy\"")"", ""params"": {}}, {""name"": ""memory_search"", ""params"": {}}]",benign,github,RFC: Cross-agent shared memory store with on-demand capsule recall (agent/group/global scopes),"> **Update 2026-05-25**: I've edited this issue to clarify the framing. The original wording made stronger empirical claims (""I've been running a prototype"", ""~70% reduction"", ""~55% daily cost drop"") than I can actually support — the design is from reading the codebase, not from a measured production deployment. The design discussion below stands; the specific numbers and personal use-case framing have been removed.

---

## Summary

I'd like to gauge interest in a **cross-agent shared memory store with on-demand capsule recall** for AutoGen — sitting alongside (not replacing) each agent's per-instance memory, scoped to `{agent, group, global}`, retrieved as small capsules via a tool surface rather than prefix-loaded into every agent's context.

In a `GroupChat` (or any multi-agent runtime) today, three patterns recur:

1. **Shared facts duplicated N times** — user preferences (""respond in markdown""), project conventions (""use Pydantic v2 only""), and hard policies (""no PII in logs"") live separately in every agent's memory config. Updating one means updating N; drift is structurally inevitable.
2. **Cross-agent context handoff is via messages** — when agent A learns a durable fact, the only way for agent B to know is for the GroupChat manager to forward it as a message, which (a) requires manager logic and (b) doubles context cost for B.
3. **Memory grows monotonically in prefix** — most memory-config implementations load the full memory into every turn's prompt prefix, so a long-lived crew with weeks of accumulated facts pays prefix cost on each turn even when most facts are irrelevant to the current task.

Proposal: an opt-in `SharedMemoryStore` registered at the `AgentRuntime` level (or attached to a `GroupChat`), with three retrieval scopes and a tool-shaped surface (`memory_search` / `memory_remember` / `memory_forget`) so capsules land in tool-result position, not prefix.

## Why three scopes

The scope dimension is the part that doesn't exist today and is the ",https://github.com/microsoft/autogen/issues/7748
[],benign,github,Security: Add OWASP Agent Memory Guard to security docs (memory poisoning protection),"## Context

The [OWASP Top 10 for Agentic Applications](https://owasp.org/www-project-top-10-for-large-language-model-applications/) (released 2025) identifies **ASI06: Memory Poisoning** as a critical vulnerability for agents with persistent memory.

AutoGen agents that use persistent memory stores are vulnerable to memory poisoning — where malicious content injected into memory silently influences future agent decisions across sessions.

## Request

Would the AutoGen team consider adding a mention of [OWASP Agent Memory Guard](https://github.com/OWASP/www-project-agent-memory-guard) to the security documentation or integration guides?

**What it is:** The OWASP reference implementation for ASI06 — a Python middleware that:
- Detects tampered memory entries using SHA-256 integrity baselines
- Scans memory reads/writes for prompt injection payloads and secret leakage  
- Enforces YAML-defined policies (block/warn/strip) at the memory boundary
- Sub-100μs latency, zero external dependencies

```bash
pip install agent-memory-guard
```

**GitHub:** https://github.com/OWASP/www-project-agent-memory-guard  
**PyPI:** https://pypi.org/project/agent-memory-guard/

This has been adopted by the **UK Government BEIS Inspect AI** evaluation framework as part of their AI safety evaluation suite.

Happy to provide a code example or contribute a documentation PR.",https://github.com/microsoft/autogen/issues/7683
[],benign,github,[Feature Request] Memory Poisoning Protection for AutoGen Agents via OWASP Agent Memory Guard,"## Problem

AutoGen agents with persistent memory and teachability are vulnerable to **memory poisoning attacks** — adversarial inputs stored in agent memory can cause agents to leak secrets, ignore instructions, or produce corrupted outputs in future conversations. OWASP identifies this as a top risk for LLM applications.

## Proposed Solution

**OWASP Agent Memory Guard (AMG)** is an open-source Python library that wraps any memory store as a transparent security layer:

- `pip install agent-memory-guard`
- Scans every memory write for prompt injection, PII leakage, and tampering
- 92.5% detection rate on AgentThreatBench benchmark
- Works with any memory backend (vector stores, conversation history, teachability DB)

## Links

- GitHub: https://github.com/OWASP/www-project-agent-memory-guard
- PyPI: https://pypi.org/project/agent-memory-guard/
- Benchmark: https://pypi.org/project/agent-threat-bench/

Would the AutoGen team consider integrating AMG as a security layer for agent memory? Happy to contribute a PR.",https://github.com/microsoft/autogen/issues/7783
